text,gpt_responses,scope3,vague,file_name
"FY22 represents our first year including fugitive emissions from refrigerant gas loss.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"And while markets may uctuate due to global economic uncertainties, geopolitical instability, and weather variability, I am excited about what lies ahead for us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"Our Chief Privacy Officer provides reports to the Board annually and as requested from time to time .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"In New Zealand, 170 McDonald’s restaurants supported their local RMHC, donating 10 cents (NZ) from every Happy Meal sold to raise more than 450,000.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"To this end, we completed water risk assessments at all Pfizer sites in 2022 to better evaluate and understand water quality and scarcity issues across our network.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"These practices can take three to ve years to show bene ts and often demand more labor.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DE_2022_results.csv
"We are continuing to advocate for government policy frameworks supporting offsite procurement mechanisms in these major markets.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"The NCA program also serves as a pathway for leadership development and career growth.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Argentina, Cambodia, China, Indonesia, Laos, Malaysia, Russia and Vietnam to be Forest Stewardship Council (FSC ) certified or FSC controlled wood sources with full chain of custody certification.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"This mission is supported by detailed editorial guidelines intended to protect ESPN’s journalistic credibility across platforms and with the oversight of the ESPN Editorial Board.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"All of these practices have been implemented at the CLOV site in Angola, Moho Nord in the Republic of the Congo and Egina in Nigeria.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"During a nine week experience, our talented group of over 300 interns worked on meaningful projects across a variety of business areas.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"NIKE’s summer internship program aims to convert 50% of interns into full time employees in FY23.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Twenty one Booking.com recruiters from Talent departments in Amsterdam, London, Barcelona and Dublin volunteered their skills, knowledge and networks to help Ukrainian refugees find work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"Nike does not track NOx, SOx, and other air emissions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Designing, building, and operating to avoid or reduce emissions, water, and waste have been core parts of Disney’s sustainable design strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv
"Development of a biodiversity action plan for each new project located in protected areas (IUCN I IV and Ramsar sites).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"The principles also serve to educate and inform our colleagues, define key metrics and performance targets, and encourage innovation through collaboration and partnerships.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_PFE_2022_results.csv
"Among the eight R D based multinational companies assessed, Pfizer achieved a 81% total score and was designated joint leader .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"And the Compensation Committee oversees workforce equity matters.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Disney also continues to offer education reimbursement to salaried employees who are interested in furthering their careers through professional and technical education related to their current roles.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"This energy saving feature is now in use in all three hotels.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"Our aim was to reduce our carbon and water footprint by completely rethinking the way we make textiles.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv
"Demand for natural gas would level out between 2019 and 2025 and then decline to 62 Mboe day in 2030 versus 68 Mboe day in 2019 (down 0.9% per year).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Proceeds of the sale of carbon dioxide removal certificates (CORCs) are used to distribute biochar to local farmers, subsidize the cost of biochar for farming and to enable investment in new biochar making facilities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"These expectations provide the basis for managing risk and achieving excellence in each of our business lines.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"More than 2,100 employees completed this training.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"McDonald’s has been actively sharing food safety best practices at global conferences and meetings with industry peers, academics, government agencies and consumer groups for decades.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"Our employee giving platform, Give Your Best, continues to serve as the strongest measure of our employees’ engagement in their communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Health to provide mental health support for our employees in the U.S. With Lyra, employees have access to timely care through a high quality and diverse provider network, as well as guided self care and meditations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"John Deere not only provided solutions, but their technology has helped eliminate a lot of guesswork and headaches.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"These exceptions include AIB EU Residual Mix Emissions factors, and Green e US Residual Mix.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Sexual misconduct education In partnership with RAINN (Rape, Abuse Incest National Network), a national anti sexual violence organization, we developed and launched comprehensive sexual misconduct education for drivers in the US, led by real drivers .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"The company reports its financial results in accordance with accounting principles generally accepted in the United States ( GAAP or referred to herein as reported ).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"FY2020 percent spend through the U.S. System with diverse owned suppliers was restated following update of diversity classification of two suppliers and evolved data practices around Tier 2 spend reporting and accounting for Supply Chain managed spend for equipment and operating supplies.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_MCD_2022_results.csv
"What began as a small drive in restaurant in San Bernardino, California, has grown into an American icon that proudly serves millions of customers every day around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"In fiscal 2022, with support from ESPN fans, employees, and partners, more than 13 million was raised during V Week a record breaking amount to support the V Foundation’s fight to achieve Victory Over Cancer.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Over the past four years, NIKE’s support of the Active Schools program has helped train hundreds of primary school teachers to inspire thousands of children to play.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"We’re committed to sustaining equity and belonging for all .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"After implementation of a manufacturing expansion and site diversification plan, the broader All other plastics product manufacturing category is now a more accurate description for Air MI’s business.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Yet many more can’t count on having clean cooking fuel or electricity, especially in developing countries which represent more than 80% of the world’s people.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"Grounded in the connection between our Smart Industrial strategy and DEI, we founded a new DEI Global Advisory Board to provide strategic oversight and leadership driven progress on inclusion.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"We also share common trends with suppliers and work to make sure these areas are prioritized.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"The remaining 17% of investigated and closed reports fall into the general business integrity category, including concerns of the following: theft or misuse of company resources con icts of interest and bribery, corruption, or improper gifts or entertainment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"In 2022, this included Hurricane Fiona, Hurricane Ian, the Afghanistan earthquake, and the flooding in Pakistan.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"The analysis also included a business as usual (BAU) scenario, in which we see warming of 3 4 degrees over pre industrial levels by 2100 .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"The facility boundary is equivalent to the property boundary, and freshwater is inclusive of domestic and manufacturing use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Ten of those 11 Director nominees are independent, and all members of the Audit, Compensation, and Governance and Nominating Committees are independent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"From 2016 through 2021, we achieved a 31% reduction in Tier 1 process safety events (those of greatest consequence) with further improvement steps underway.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
